-0.512,0.273,9.773
-0.464,0.259,9.85
-0.46,0.225,9.811
-0.45,0.23,9.735
-0.455,0.283,9.787
-0.402,0.259,9.74
-0.383,0.283,9.725
-0.421,0.254,9.764
-0.402,0.254,9.802
-0.431,0.259,9.73
-0.426,0.239,9.783
-0.426,0.292,9.797
-0.388,0.268,9.773
-0.441,0.268,9.826
-0.388,0.287,9.754
-0.412,0.235,9.754
-0.402,0.273,9.768
-0.397,0.259,9.792
-0.402,0.302,9.773
-0.383,0.278,9.787
-0.364,0.273,9.778
-0.35,0.263,9.831
-0.397,0.254,9.797
-0.35,0.225,9.792
-0.302,0.239,9.754
-0.354,0.263,9.835
-0.326,0.263,9.72
-0.369,0.273,9.855
-0.421,0.297,9.821
-0.393,0.225,9.768
-0.33,0.23,9.807
-0.393,0.22,9.811
-0.397,0.263,9.74
-0.378,0.249,9.845
-0.46,0.311,9.778
-0.421,0.22,9.816
-0.426,0.283,9.811
-0.33,0.235,9.807
-0.393,0.259,9.797
-0.383,0.235,9.744
-0.397,0.263,9.869
-0.407,0.306,9.754
-0.445,0.244,9.821
-0.34,0.297,9.764
-0.436,0.249,9.768
-0.388,0.182,9.864
-0.436,0.192,9.874
-0.488,0.273,9.811
-0.493,0.225,9.764
-0.302,0.283,9.735
-0.354,0.23,9.72
-0.302,0.172,9.802
-0.35,0.259,9.701
-0.278,0.259,9.807
-6.038,2.6,7.02
-1.073,0.144,11.569
1.748,0.891,8.859
0.488,0.733,9.29
-0.986,-0.766,15.222
-0.397,-1.192,11.339
-0.072,1.935,8.011
-1.652,-2.586,13.178
-0.096,1.14,10.285
0.958,2.538,7.317
0.144,0.254,7.015
3.577,1.867,8.112
-2.155,-2.337,11.554
1.671,-0.057,8.159
-1.24,-1.097,11.722
-1.958,-1.111,10.999
-1.872,-0.163,11.463
1.259,-0.062,9.251
1.35,0.982,9.261
2.116,-0.34,9.797
-0.043,-0.12,10.391
0.493,-1.183,12.771
-2.998,0.014,11.77
0.541,0.498,10.783
-1.47,0.876,9.404
0.302,0.024,9.304
