0.306,0.733,9.213
-0.757,-0.402,11.147
-0.704,0.206,9.725
-1.374,1.12,9.902
-0.067,0.622,10.08
0.402,0.541,9.064
-0.857,0.565,9.658
-1.188,0.072,10.147
-1.379,0.579,10.142
-0.129,0.785,9.644
-0.876,0.532,10.372
-1.02,0.134,10.08
-0.139,0.436,9.553
0.512,0.517,9.275
-2.097,0.273,10.506
-1.125,-0.225,9.62
1.24,0.838,8.772
-1.336,0.397,10.319
0.215,0.101,9.041
-0.081,0.613,8.916
0.388,0.105,9.409
-0.795,0.129,9.347
0.488,0.924,9.29
-1.13,2.27,8.169
1.882,-3.424,15.112
0.101,-0.431,9.653
-4.573,11.904,5.042
6.498,-1.638,5.923
2.413,3.496,12.526
4.175,2.049,5.488
-10.171,7.705,11.535
-7.01,-1.724,8.973
9.342,1.628,10.281
-6.809,7.451,-1.834
10.889,-2.5,12.364
-6.871,3.807,3.907
5.976,2.241,10.353
-5.54,-3.701,4.889
5.933,5.497,18.809
-3.697,-3.002,8.428
-1.015,7.752,4.223
6.46,-0.388,8.777
-3.223,0.699,0.781
5.564,5.377,18.761
-2.945,-5.167,12.57
-4.147,6.78,5.425
3.165,1.628,13.599
-5.933,-6.536,12.186
0.833,13.278,7.226
3.625,-5.066,2.246
-3.946,4.08,0.618
3.898,4.085,16.97
-3.74,-8.303,10.008
1.24,14.585,8.701
3.615,0.072,3.663
-6.129,2.284,9.792
0.785,4.922,19.455
-0.517,-12.68,15.423
-6.364,11.004,17.272
4.812,-0.618,2.514
-3.347,-0.599,12.483
2.049,8.27,16.946
1.097,-10.726,12.962
-4.065,12.526,14.183
1.896,-6.469,5.583
-3.184,-4.76,19.302
-1.547,9.299,10.994
4.568,1.872,17.377
4.889,-2.662,6.378
3.275,-7.135,0.828
7.25,-9.912,4.247
4.841,-2.069,15.265
-2.203,9.744,12.637
-5.847,9.562,12.795
-3.874,-9.96,10.247
7.724,-2.37,7.087
-6.541,20.681,2.605
3.208,-9.088,-3.179
-9.917,21.648,4.511
9.538,-12.186,9.313
-6.618,1.326,25.465
1.484,8.672,11.985
7.829,-18.498,8.107
-9.222,9.414,19.297
-5.559,17.372,9.95
13.695,-16.185,8.207
-0.235,-9.199,17.08
-13.431,20.379,10.827
0.622,15.246,-0.905
11.914,-4.142,-0.005
13.388,-11.937,-2.112
5.607,-11.995,7.475
-8.231,-1.935,19.733
-11.847,22.443,2.519
-8.629,19.465,13.048
8.327,3.381,10.247
11.904,-9.902,-0.828
7.786,-16.688,5.722
-9.792,-2.739,20.619
-15.021,15.433,19.843
1.192,17.459,4.606
8.48,-1.326,7.872
11.119,-21.227,-1.748
0.158,-10.214,14.653
-14.25,13.757,17.473
0.168,21.356,-0.412
9.448,-6.153,3.673
6.527,-18.469,3.352
-10.29,-4.908,23.094
-9.898,20.394,4.42
9.17,1.211,12.215
9.285,-14.293,-0.627
1.331,-9.898,10.769
-14.25,14.849,15.002
-11.387,20.566,6.847
13.25,0.383,9.653
11.502,-17.439,0.019
-6.579,-12.91,20.332
-17.013,13.795,21.208
-8.672,16.372,9.855
15.514,-8.179,13.202
7.532,-13.408,3.179
-5.679,-5.689,19.36
-14.48,23.597,8.159
4.635,3.606,10.745
8.519,-15.864,8.337
-6.814,-4.147,28.395
-12.325,19.575,7.317
8.724,0.22,12.124
8.528,-14.332,-0.182
-6.551,-8.174,23.832
-12.163,19.163,7.288
1.575,9.242,7.963
8.993,-15.706,3.764
-3.807,-12.124,23.631
-12.215,18.522,9.419
4.113,13.173,7.829
7.786,-19.058,5.373
0.962,-17.708,16.668
-17.391,15.184,9.859
-4.453,18.943,2.399
13.427,-8.576,0.239
1.906,-15.773,8.059
-11.794,5.981,21.61
1.341,18.656,-3.62
9.764,-11.569,4.673
6.335,-13.072,6.469
-13.221,11.425,23.43
-4.87,18.091,-1.298
11.995,-8.672,15.347
4.065,-16.53,7.91
-9.558,-2.15,26.7
-10.204,19.182,-0.388
4.673,11.578,12.024
10.003,-14.418,12.297
-3.223,-10.975,17.281
-9.471,17.88,8.394
3.582,-15.04,10.841
5.784,-3.251,6.072
-0.948,19.45,0.939
-0.091,20.423,2.701
-8.432,17.449,0.182
-5.104,19.168,-0.848
4.228,23.123,-4.616
4.942,16.716,8.792
2.998,19.489,0.958
-7.676,7.077,12.761
-3.539,-12.713,9.299
8.164,-8.878,-0.005
0.077,14.906,7.57
-6.129,-6.436,12.737
8.025,-8.844,14.006
-6.622,19.182,8.624
2.413,-13.92,6.306
-1.844,12.555,13.633
-5.219,-12.871,21.653
9.481,-2.26,10.707
-8.389,13.058,1.46
9.663,-9.395,-1.944
-8.859,16.089,15.72
6.124,-13.642,1.925
-4.884,21.217,9.606
0.948,-14.734,4.415
-0.33,9.73,4.985
-2.021,-7.077,11.047
4.769,6.823,10.673
-0.685,-5.784,18.885
5.531,2.619,12.321
-8.768,-1.049,19.345
8.212,-7.302,11.382
-13.709,3.644,17.736
7.973,-6.359,7.556
-11.267,3.558,18.253
7.733,-4.065,4.769
-11.349,10.515,8.088
5.799,-8.442,1.733
-13.743,9.926,13.992
6.12,-11.569,11.55
